source_lead_key,twenty_record_id,rank,priority,diversified_review_rank,fit_score,score_confidence,why_it_fits
discovered:dcbf2a76-2f4d-4b78-a14a-c9585a2d4b69,21c153bb-713f-4151-ae27-2d79fc02ff12,1546,NURTURE,,24.1,LOW,"Closest client patterns: Mechanical and HVAC services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:e954d105-5a09-45b1-ab24-2d4bd81c28cc,7a2e3d19-c7d8-4a66-9d01-933fbf893a50,1547,NURTURE,,24.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:8f30c331-e5c2-49f9-a785-1df721c1187b,7c5877b5-9f55-4c17-907a-bcca10ca3506,1548,NURTURE,,24.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: license evidence, verified own site."
discovered:61d98297-8854-4a82-9144-efc6ee2c2f5b,ccc01dea-6ea4-4343-babf-6430edf6ed63,1549,NURTURE,,24.0,LOW,"Closest client patterns: Mechanical and HVAC services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:88746070-3c0c-4e60-ba77-0f2deb252cd6,700ffb85-64a0-4328-9b50-94d0b7c7bb1c,1550,NURTURE,,23.8,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:d62f52a6-e084-4b7d-a043-d69d2d03113c,52aae233-3656-417b-8ce8-faa98d8f1d67,1551,NURTURE,,23.8,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:7ddc1703-bd70-46cd-a81b-82d70cefe0fe,761f9a0b-8812-415f-b791-5e093e12fa35,1552,NURTURE,,23.8,LOW,"Closest client patterns: Mechanical and HVAC services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:0cd15d2b-29ef-4813-a830-f55edb939712,638a97a2-88ee-40fe-a04d-1361feeccd46,1553,NURTURE,,23.7,LOW,"Closest client patterns: IT and technical services, Industrial services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:b54bb4d0-2da9-4944-881b-baa6fea68212,e896b060-579c-4160-a6b5-ac9de46eb691,1554,NURTURE,,23.4,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:a12091b8-f059-4237-91e1-b84b4461a34d,1f40bcc3-6fc8-4533-a33f-e26a8062cf86,1555,NURTURE,,23.2,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:c1994091-75ac-4f42-b98d-3536e849737d,bd2008c5-60d1-4201-9b3f-8b9c2495d942,1556,NURTURE,,23.1,MEDIUM,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:aa2b26f5-5b27-4668-90b3-2c1f121cfdb1,09df9173-9e3b-41e8-a3e0-ef6c56781ce1,1557,NURTURE,,23.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:0760d8fd-b728-45bb-b71b-35ccaca057e8,177240cf-bdd7-49bf-9a15-e0c95998bd4a,1558,NURTURE,,23.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:4b15255d-1154-425b-bde7-fc0ead0d9939,3a33069b-2926-4cb6-b0e2-502ad5d6d3b4,1559,NURTURE,,22.9,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a468533f-75d1-4cd4-a9e3-a7396974b02b,54f24e5e-6544-4550-a306-830a6cfdacc9,1560,NURTURE,,22.8,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:d1a45e11-3b5f-4cb4-98ce-e8842e53ea3a,889ee1ce-89dc-4fed-af3b-12db33580ea5,1561,NURTURE,,22.8,LOW,"Closest client patterns: IT and technical services, Municipal public works. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:95341189-8f54-4262-a8c7-8fd005f4613f,3d3af7df-d5a1-4f15-814d-b8f723d26e08,1562,NURTURE,,22.8,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:5f378a81-8b94-4e6e-bede-649d160faba7,f1baf75a-ea62-40c9-bb6d-10295c536080,1563,NURTURE,,22.6,LOW,"Closest client patterns: Consumer services, Fundraising and pledge services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:52adf250-5859-4a03-a544-24559aeebd97,5aede4c8-fb90-40fa-bf12-7fb0ffd7d190,1564,NURTURE,,22.3,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:b36ef49b-e97f-4eb1-834e-29a3efceb1b3,1861d4ea-76c1-44ed-a0bb-9fd9e42e1231,1565,NURTURE,,22.3,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:73b7a324-76bf-4bdc-992b-0aee224fc290,cee138bc-5d9d-433b-841e-e6ddff78697c,1566,NURTURE,,22.2,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:0d0ce669-b80a-4758-9c4b-71b65387e4dc,0c2d5886-86e3-4fb1-9e90-ed6de2f9395c,1567,NURTURE,,22.2,LOW,"Closest client patterns: Alarm and security services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a8fc496d-ca2e-4f88-8b59-a881dcdeb7a7,bf513d25-a241-4e6b-b1d6-13896cb715d6,1568,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:1dff859c-4b7a-4681-ae6a-54798a5910c5,1fbdf68d-7615-4f0e-a02b-04521a65ac36,1569,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:20c23619-afe9-4988-9e10-ed8e874f22de,38a84aba-e340-484a-9d19-866720c716b9,1570,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:e20f6869-64ef-45f2-b504-186a8ff69c05,a4d9de12-1e51-40f4-8ae4-8ff0d1e91589,1571,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:142915f7-03ac-4c9e-99ff-1b7387206dcd,72305c7d-93c6-4665-a94e-24b811347ad3,1572,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:58cef3e0-2609-4b37-b58b-dfcb3735c768,3655cbc0-43b5-43ad-990b-acb1c4c91aea,1573,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:61dc9b8d-cb4f-4466-80fe-8d852e473fe6,a612b7d2-2237-4149-bd90-2636a1fc1313,1574,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:3551e477-5134-4928-b941-3856ab0ea823,7ce8c901-767c-4e46-9f70-e1500e6554b4,1575,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a3667df4-e562-491f-9e10-f7eaa912d776,2110de5a-18cd-4380-8bff-43532344efa5,1576,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:870d536f-8030-42fc-b3ed-02aa686ab10c,a89bbb3a-8d7c-4136-bfd8-3ec2d8c8a1ac,1577,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:17594e60-ea47-4f93-9a63-270caf3212b7,978b7184-28b0-4bbf-a50e-011e0fb90eea,1578,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:5618ebc4-7e31-41d7-b138-4229cd633e2d,f0651189-d272-4075-a149-4ae574b0efa1,1579,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:6cb25d77-8b64-4ecd-9b6d-293affe10581,15dc1597-f803-47ef-9d21-f34c8fc9b428,1580,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:496dd76e-3771-4130-855f-b5367d64eccf,433d7f7f-fbb8-4ba5-9f13-585f83b1458b,1581,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:86604e6d-adb6-4fa6-aa2f-bf323c9e0741,7f805da9-4617-4ac9-9def-94669b005d05,1582,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:f0e54bd0-2cc8-4ca2-b784-efaf57c1dcad,9291d6cf-0841-44b4-80c0-ac94baee4491,1583,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:78946902-4988-4272-865f-6f7fda892128,fa25a2d0-ec7d-4ac8-84b1-c206b1bd1c31,1584,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:f9274f73-5099-4a38-be59-1b7c98449d0b,89324231-de71-4aea-b49c-885c46c6d08f,1585,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:fa605626-83da-432b-9fe3-e7fac4a7828a,b0cd6265-c357-4481-b8a8-83742e935996,1586,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:304c1d15-965d-4b92-ba29-9aed7b2f825a,f199759c-5f33-42ef-8261-06462c136ea5,1587,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:10d2816b-bfcf-4eb8-9697-37c358f04e8d,58351a3c-2ad6-457b-8fdf-fcb0dfd45cc9,1588,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:51b80d57-6d5f-4457-9c1c-2a2727ab5241,7e0e643c-7468-4504-9bb4-be0987c41dc9,1589,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:5eb2e925-0923-4198-a2ec-a90c21e960a1,756d97e1-eab5-4541-a664-0ab37b409717,1590,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:2c02a4c9-a420-4ab5-a0d6-b34f09ee1540,af611359-8723-4f8f-993e-1ecbe1cd3227,1591,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:ea748ac7-4d49-43e9-9fbb-8a9355f9d9ff,799ab695-58e3-4d00-b432-aaf6f6152707,1592,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:2a0a3bd8-a651-4b9b-b05f-9fdce6ea566e,9935af0e-88de-4952-abdd-59576a21c55f,1593,NURTURE,,22.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:18e15227-c6ae-4435-8f55-2f74cb552cdf,7b7d03af-dc3c-479f-a812-d1cce738dbb9,1594,NURTURE,,21.8,MEDIUM,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:058103bb-dcce-49e8-8e95-bb95ff89b5e7,fe3341ab-1eed-486d-80e0-e89e092394cd,1595,NURTURE,,21.8,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:80440905-03d2-4245-a495-71c0ced67add,12f2da26-9726-4f19-8603-59990d66f452,1596,NURTURE,,21.4,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:b9700471-f41f-4168-912c-c2e6899a7917,0f94a998-2c93-4d7f-b47b-0c3c2194a392,1597,NURTURE,,21.3,LOW,"Closest client patterns: Industrial services, Consumer services. Need signals: after hours coverage, appointment scheduling, emergency dispatch. Verification: verified own site."
discovered:c3259c07-d4da-4515-b3a9-734da8f864a4,3314ce4f-fe8c-488f-906d-36c71d51b43e,1598,NURTURE,,21.2,LOW,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:8d8539ae-be32-450d-8efa-f007baad0112,02e2cea5-f74e-4445-8a84-d1514af39633,1599,NURTURE,,21.2,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:284f5de0-9084-4ce7-b86a-c93cbd99eb2b,921de5f8-f2de-4adf-af85-0e080f354dbb,1600,NURTURE,,21.1,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a5115a69-8090-41f9-9cb0-e870ab2ad7b7,e0afb618-bf92-4ec5-93cf-3473049b2b0a,1601,NURTURE,,21.1,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:1361a96e-5c61-47a0-9f4d-38a96bbd382f,850d6ac5-4534-4455-bbba-34187dfe65fa,1602,NURTURE,,21.0,LOW,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:74d77a06-e7b9-4898-8d93-d5d980365cc7,8cbbb4fb-3bde-4d76-a6c7-68df5ab2fe71,1603,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:cd7772fc-b751-4c7c-9212-53de099963ad,93e37df6-3659-4635-8e07-3797a457cff6,1604,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:cd56c41e-f754-4999-ba9a-644b3fd79c15,1bb38da3-ed4d-4b46-88f3-f9a2479bb370,1605,NURTURE,,21.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:e9dff9d6-73dd-4328-8e9c-0dfcc6a413e2,28ad6ab7-af1f-469a-8715-23df596ec921,1606,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:993364ca-8091-479c-9ed4-f0e8d2a333fe,3f0104ee-1d08-41c8-85be-39e82fa246e2,1607,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:269dcc69-6d4f-463a-b75a-6dfd1dff5c69,c932d3e2-deac-4653-8e69-3545947a5600,1608,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:8120b8d6-8c45-46d4-b89e-b65f023006d2,7fa61ea2-1988-4571-9de5-411da50b3e2e,1609,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:b3a94021-7715-48ff-a28c-d11188b72f4d,c548db0c-8827-4f38-a093-45ed260678c0,1610,NURTURE,,21.0,LOW,"Closest client patterns: Mechanical and HVAC services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:6fe4ac97-adc4-4e74-a05f-86e0a72a4323,9597fc71-b70c-438b-89c3-55cf07062c65,1611,NURTURE,,21.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:8b86b41f-2409-489a-8a0f-47a317fcfb62,2e36c733-b35f-47e2-9420-47ce9db4df9a,1612,NURTURE,,21.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:179561c9-a917-46b4-912f-3778943deabd,1adb415b-69f8-44c3-b7fd-bd2e5abce768,1613,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:7b25b612-fe12-427d-9483-dfa579eb1b44,88340c3f-9b92-47ae-999c-728915ee5a8b,1614,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:4af3ab8b-3ad8-478b-8913-5eb592302167,d95e9f56-6153-482f-8144-4a95a5ed13ac,1615,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:fd775906-d16b-4bf6-aca7-0620b8af6037,d9a9fdbc-f847-4c04-a3ef-770d4016c911,1616,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:5ed1e5a5-babc-4fb8-94ee-51415990670a,0b780cda-d2e1-4f36-b879-09e8024319d4,1617,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:3c47f089-d715-4d6f-861b-0743ab14f494,c09dbe90-323e-40cd-a3a1-87868626aba0,1618,NURTURE,,21.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:098ab8b8-595c-4ac0-b8f3-f14197af5fab,86463b80-4d6c-454c-a677-065d32f20dd3,1619,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:7c133925-3ad3-4f0e-a817-d9814f9179f7,fa4577f0-9077-485a-bfea-96f276f0eab1,1620,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:d794dadb-4fb5-4cb0-8ddb-450e4ba622e9,b3799735-bd85-432f-9770-26034f2b8af7,1621,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:48df3b43-ace0-4a87-b639-fe382c04ffed,93c74fb6-cffe-48ed-976b-18499e286ccb,1622,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:acb15577-c17a-4dd1-99a5-c1a8e48c8c54,bf1f91cd-056b-4b1f-aab2-a6b9c7b86e48,1623,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a176bf05-5e8e-428a-83b3-10554e2fef46,e61b2b85-a9a7-4084-8edb-5f0120786a89,1624,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:c710784b-fd28-4340-ba8d-f6aa4a7a202d,3df19dc1-e684-4062-992a-550067f9dae0,1625,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:963d9b87-064b-403d-af27-bc2b84a7d215,1f4bcaed-3f86-4e0f-8808-75b43f0235f7,1626,NURTURE,,21.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:0af85dfb-6222-494f-9d2c-34df2e815a3a,77a4ea06-0f41-4751-9a3d-196505712dc5,1627,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:61f6e77d-0d78-4e37-a0ef-5f55a12979c4,4fe840fb-e51e-45c2-a17b-1bc8a7309a94,1628,NURTURE,,21.0,LOW,"Closest client patterns: Mechanical and HVAC services, Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:e7dc54b2-6ed3-49e4-a367-8653be8ff134,a2dcdcf9-1b59-4930-9c70-1dd2eabf4c81,1629,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:6cb37e59-6fdd-4904-a439-e4d4825d8f2d,0c13ad4d-7fdc-47bf-b368-00c8e660f204,1630,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:71128e6c-83d8-4681-a254-32794b865fc4,b3548889-7d25-4cdc-89bf-b11eddedfd1e,1631,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:8340920e-dc31-4925-98c0-4f6beabce50a,b4e35ba8-16e4-4539-a16c-62aa47f84507,1632,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:8bd89916-6038-4120-a99d-5e11f84a9aff,332e9469-c256-4044-b3c9-2a16a7732a85,1633,NURTURE,,21.0,LOW,"Closest client patterns: Elevator services, Industrial services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:2555f93c-5a1e-4e87-80fb-fcf21a485aa5,e0dbd2cf-ca5e-4bf5-96c1-8e19afa7cf0a,1634,NURTURE,,20.8,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:1870ef95-c857-4276-9c38-27f79a2434cc,e39c2108-d0e4-4177-8844-caa6e656f32e,1635,NURTURE,,20.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: license evidence, verified own site."
discovered:06731028-1579-4ef9-b977-d3106ffe207e,58f4a355-a262-47ad-b97c-e80d2ffc091b,1636,NURTURE,,20.5,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:2697385f-ab54-455c-9b3b-f28f5bace565,91c83758-80b6-4397-8a2a-a35bdeb6da91,1637,NURTURE,,20.1,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:16fc2fb6-634a-4f90-9e70-86bd2eb76575,13dc458b-d4cf-45dc-bc20-154eb2871dc2,1638,NURTURE,,20.1,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:71911ee8-2ea9-4dfe-8208-ad0fc538bede,c9bfd8c7-aa74-434c-bea2-2fcb03ac6487,1639,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a29b37f8-e2b2-4b7f-b0f5-8cd2b20210a2,5f6e07b5-6a07-4d5f-98b5-c22c9019b322,1640,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:48eca189-2803-4d39-98ea-1e566016a4c7,d1227480-b2b2-4e2e-94d7-2e99abc623f4,1641,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:7c8ea8d1-98cf-44c5-acae-7d981abe5b48,6d4f516a-fd44-469c-9d1e-011855b7d35d,1642,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:46a55afe-5aa5-4585-9d63-c331fa3ae8ec,79a26ce7-61ba-42d1-8320-f93e331b87fc,1643,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:eb483de0-2664-4cef-9370-1b6715202956,fb419e9b-5d52-479d-929a-f010a997ef1a,1644,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:c70653b9-0def-4896-b09d-c2bf253d964b,1709d6ba-e970-4a90-81b6-ac886a0f8f3d,1645,NURTURE,,20.0,MEDIUM,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:a3ded9f1-c32d-43a1-a36a-c0ed2a3ce7a1,d83acbec-e187-4112-ace3-9b52df370bab,1646,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:cded05ce-02bd-4749-931f-ba644c67e566,d4d353a8-a4be-46b5-8f7b-5af5137a537b,1647,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:b8d4c8b6-38e5-488a-bd3b-b8b5c96686a3,928e4b51-0751-457b-8bf5-d0c9eeb71c15,1648,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:49e94185-a69b-46bb-bdd5-312814718bda,50467a31-0664-473f-935e-3990b1e9fd6d,1649,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
discovered:9ef480f1-d1d8-409d-a2b3-c57bbd40c18b,b853ac10-e81b-487e-934d-072984b330de,1650,NURTURE,,20.0,LOW,"Closest client patterns: Elevator services. Need signals: after hours coverage, emergency dispatch, on call escalation. Verification: verified own site."
